City_ID,City,Country,Max Temp,Current Condition,Lat,Lng,Hotel Name
367,Dauphin,CA,33.94,clear sky,51.1494,-100.0502,Canway Inn & Suites
368,Lomovka,RU,38.32,overcast clouds,53.9194,58.3672,Grand Hostel
372,Pingdu,CN,56.64,light rain,36.7844,119.9464,Dongfang Hotel
373,Ilam,NP,58.93,scattered clouds,26.9167,87.9167,चियाबारी कटेज
374,Ulaanbaatar,MN,17.73,clear sky,47.9077,106.8832,The Blue Sky Hotel and Tower
375,Ostersund,SE,50.45,few clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
377,Sutton,GB,58.23,few clouds,51.35,-0.2,"Holiday Inn London - Sutton, an IHG Hotel"
378,Thunder Bay,CA,43.29,overcast clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
384,Reutlingen,DE,52.02,overcast clouds,48.4914,9.2043,Hotel Reutlingen - Reutlinger Hof
385,Dongtai,CN,58.01,clear sky,32.8523,120.3095,Super 8 Dongtai South Hailing Road
387,Puerto Madryn,AR,58.96,few clouds,-42.7692,-65.0385,Hotel Tolosa
390,Susehri,TR,53.78,broken clouds,40.1644,38.0867,Su Vadi Hotel
393,Bulaevo,KZ,31.15,overcast clouds,54.9056,70.4439,"Игровой клуб ""ДОМ ИГР Z"""
394,Slave Lake,CA,30.18,clear sky,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
396,Leh,IN,27.99,clear sky,34.1667,77.5833,Hotel Ladakh Greens
398,Bonavista,CA,50.11,few clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
399,Ballangen,NO,41.4,broken clouds,68.3428,16.8315,Ballangen Camping
401,Talas,TR,57.87,scattered clouds,38.6908,35.5538,Fimaj Residence
404,Kazanskoye,RU,30.15,overcast clouds,55.6448,69.235,Uyutnaya
405,Otradnoye,RU,48.04,broken clouds,59.7775,30.8181,Baza otdikha Petrushinsky Khutor
406,Beringovskiy,RU,10.38,overcast clouds,63.05,179.3167,Beringgorski
418,Tuatapere,NZ,48.58,broken clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
420,Yulara,AU,57.04,overcast clouds,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
425,Roberval,CA,38.03,broken clouds,48.5168,-72.2324,Hôtel Château Roberval
428,Pangody,RU,14.27,light snow,65.85,74.4859,Elizaveta Shevchuk's House
429,Andenes,NO,42.78,overcast clouds,69.3143,16.1194,Hotell Marena
430,Velyka Bilozerka,UA,51.67,clear sky,47.2776,34.7062,Салам Пополам
434,Beyneu,KZ,54.3,clear sky,45.3167,55.2,NUR
441,Vardo,NO,37.51,scattered clouds,70.3705,31.1107,Vardø Hotel AS
442,Bismarck,US,44.2,overcast clouds,46.8083,-100.7837,Ramkota Hotel & Conference Center
448,Spearfish,US,50.88,overcast clouds,44.4908,-103.8594,Travelodge by Wyndham Spearfish
453,Waynesville,US,50.74,overcast clouds,35.4887,-82.9887,Best Western Smoky Mountain Inn
458,Sorkjosen,NO,34.09,overcast clouds,69.8,20.9333,Reisafjord Hotel AS
461,Winslow,US,57.13,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
468,Noshiro,JP,49.95,overcast clouds,40.2039,140.0242,Azuma Ryokan
473,Cadillac,US,48.11,broken clouds,44.2519,-85.4012,"Holiday Inn Express & Suites Cadillac, an IHG Hotel"
476,La Ferte-Bernard,FR,58.62,overcast clouds,48.1863,0.6536,Brit Hotel La Ferté-Bernard
481,Torrington,US,55.69,light rain,41.8007,-73.1212,The Yankee Pedlar Inn
482,Salinas,US,58.69,broken clouds,36.6777,-121.6555,Laurel Inn & Conference Center
484,Skjervoy,NO,39.36,overcast clouds,70.0311,20.9714,Skjervøy Byggeservice AS
491,Gornopravdinsk,RU,23.47,light snow,60.05,69.9,Burovik
492,Codrington,AU,43.07,clear sky,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
494,Gallup,US,51.85,clear sky,35.5281,-108.7426,El Capitan Motel
496,Inuvik,CA,17.64,mist,68.3499,-133.7218,Nova Inn Inuvik
499,Winsum,NL,56.21,overcast clouds,53.33,6.5208,Tuinhuis
501,Pevek,RU,1.02,overcast clouds,69.7008,170.3133,Severnoye Zoloto
506,Zima,RU,31.42,overcast clouds,53.9202,102.0442,"""Na Uglu"""
510,Urusha,RU,21.7,few clouds,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
511,Shimoda,JP,56.1,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
515,Ocampo,MX,58.37,clear sky,21.65,-101.5,Casa de ratas
516,Skara,SE,51.53,overcast clouds,58.3866,13.4384,Skara Stadshotell
517,Exeter,GB,58.12,few clouds,50.7236,-3.5275,Queens Court Hotel
518,Sorgun,TR,50.41,clear sky,39.8101,35.186,SORGUN BIG THERMAL TURIZM HOTEL COMPANY A.Ş.
519,Broken Hill,AU,53.31,broken clouds,-31.95,141.4333,Royal Exchange Hotel
520,Preobrazheniye,RU,51.8,overcast clouds,42.9019,133.9064,Campsite Orlan
522,Matagami,CA,32.11,clear sky,49.7502,-77.6328,Hôtel Matagami
523,Shizuishan,CN,44.76,clear sky,39.2333,106.7694,Xingji Hotel
526,College,US,26.65,overcast clouds,64.8569,-147.8028,Pike's Waterfront Lodge
528,Hamilton,US,55.08,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
536,Oktyabrskoye,RU,44.74,broken clouds,43.0645,44.7417,Prolesok Mini-hotel
537,Pritzwalk,DE,55.58,overcast clouds,53.1494,12.1741,Landhotel & Brauhaus Prignitzer Hof
538,Juneau,US,41.22,light rain,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
540,Mandalgovi,MN,30.52,clear sky,45.7625,106.2708,В.Ганбат
542,Mezen,RU,27.9,overcast clouds,65.8522,44.24,Gostevoy Dom Everest
544,Bath,GB,57.88,scattered clouds,51.3779,-2.3591,Francis Hotel Bath - MGallery
549,Yashkul,RU,50.41,clear sky,46.1711,45.3435,"Gostinitsa ""Putnik"""
551,Rodniki,RU,46.65,broken clouds,57.1051,41.7305,Fitness Park Hotel
552,Kashirskoye,RU,46.62,scattered clouds,51.4194,39.6125,Trekkholl
553,Hammerfest,NO,37.85,broken clouds,70.6634,23.6821,Skytterhuset
560,San Angelo,US,59.54,clear sky,31.4638,-100.437,"Motel 6 San Angelo, TX"
564,Nauchnyy Gorodok,RU,32.86,mist,53.4203,83.521,"""Usad'ba Na Lyapikhe"""
565,Muswellbrook,AU,54.32,overcast clouds,-32.2667,150.9,Wayfarer Motel
567,Vestmannaeyjar,IS,45.59,few clouds,63.4427,-20.2734,Glamping & Camping
571,Mirnyy,RU,24.08,light snow,62.5353,113.9611,квартира
572,Margate,GB,58.71,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
578,Narrabri,AU,55.49,overcast clouds,-30.3167,149.7833,Crossroads Hotel
584,Pacific Grove,US,58.28,broken clouds,36.6177,-121.9166,Lovers Point Inn
586,Chunskiy,RU,38.3,overcast clouds,56.0815,99.6342,Odisseya
590,Korem,ET,57.33,clear sky,12.5058,39.5228,Lakomeliza Hotel
593,Khuzhir,RU,34.05,few clouds,53.1939,107.3397,Отель на озере Байкал Baikal View
597,Nurota,UZ,50.09,overcast clouds,40.5614,65.6886,Guest House Ruslan Nurata & Tours
603,Whitehorse,CA,31.01,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
607,Hanting,CN,58.44,clear sky,36.7708,119.2108,Weifang Xinhongda Guesthouse
614,Khalkhal,IR,45.23,overcast clouds,37.6189,48.5258,Khalkhal Tourist Hotel
617,Cheremshan,RU,44.55,overcast clouds,54.6667,51.5,"Khostel ""U Kamina"""
621,Rio Gallegos,AR,53.65,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
626,Altay,CN,37.49,overcast clouds,47.8667,88.1167,Jinqiao Hotel
628,Andijon,UZ,48.06,clear sky,40.7821,72.3442,Bog'ishamol
632,Novoorsk,RU,41.65,overcast clouds,51.381,58.9813,Gostevoi dom >
633,Berezovyy,RU,27.72,overcast clouds,51.6667,135.7,"Hotel ""Phoenix"""
635,Port Augusta,AU,57.34,broken clouds,-32.5,137.7667,Majestic Oasis Apartments
636,Draguignan,FR,56.52,light intensity drizzle,43.5333,6.4667,Hôtel du Parc
637,Norfolk,US,59.31,mist,42.1668,-71.2495,Residence Inn by Marriott Boston Norwood/Canton
638,Pangnirtung,CA,32.0,snow,66.1451,-65.7125,Kilabuk Lodge
642,Port Macquarie,AU,58.89,light rain,-31.4333,152.9167,Rydges Port Macquarie
645,Taman,RU,52.12,clear sky,45.2117,36.7161,Staryy Gorod G. Taman
647,Samokov,BG,49.68,clear sky,42.3333,23.55,The Castle Hotel
651,Tegh,AM,41.43,overcast clouds,39.5579,46.4772,Qratak
652,Mondeville,FR,59.74,few clouds,49.175,-0.3224,ibis Caen Centre
656,Engels,RU,50.47,overcast clouds,51.5,46.1167,Rechnaya Dolina
